"","respondent","education","Select.your.age.range","Gender","NLRA_Member","NH_Resident_Yes2","createtime","id","buttonname","visibleLayers","zoomLevel","shape","longitude","latitude","recreation","ecosystem","economic","viewshed","historic","culture"
"99",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T20:02:27.359Z",438,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.765785,43.605505,2,3,3,3,2,2
"100",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T19:57:15.591Z",427,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.741409,43.606002,2,3,3,3,2,2
"101",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T19:53:00.303Z",417,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.720467,43.551534,3,3,3,3,2,2
"102",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T19:58:28.503Z",430,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.650429,43.598544,3,3,3,3,2,2
"103",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T19:51:51.423Z",414,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.898308,43.605505,2,3,3,3,2,2
"104",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T19:52:34.701Z",416,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.692314,43.565218,3,3,3,3,1,2
"105",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T19:50:06.103Z",408,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.847496,43.617934,2,3,2,3,2,2
"106",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T19:51:25.847Z",413,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.800804,43.677308,2,3,3,NA,2,2
"107",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T20:03:52.839Z",441,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.804237,43.612465,2,3,3,3,2,2
"108",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T20:03:33.071Z",440,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.861229,43.623153,2,3,3,3,3,2
"109",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T19:50:28.079Z",409,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.749649,43.694935,2,3,2,2,2,2
"110",319,"Associates","45 - 64  years","Male","Yes","No","2016-03-16T20:03:04.151Z",439,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.658325,43.572929,2,3,3,3,2,2
"111",321,"Bachelors","65 - 84 years","Male","Yes","No","2016-03-16T19:51:15.777Z",411,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.781921,43.703126,2,2,1,2,1,1
"112",327,NA,NA,NA,NA,NA,"2016-03-16T20:19:46.422Z",448,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",11,"POINT",-71.778213,43.62196,NA,3,1,3,0,1
"113",327,NA,NA,NA,NA,NA,"2016-03-16T20:21:39.959Z",449,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",11,"POINT",-71.880386,43.631503,3,3,1,2,1,1
"114",343,"Masters","45 - 64  years","Male","Yes","No","2016-03-16T21:56:28.955Z",463,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.918564,43.657192,0,3,0,3,0,0
"115",343,"Masters","45 - 64  years","Male","Yes","No","2016-03-16T21:55:13.040Z",461,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.82003,43.604013,0,3,0,3,2,2
"116",343,"Masters","45 - 64  years","Male","Yes","No","2016-03-16T21:54:24.319Z",460,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.728706,43.67706,0,3,0,3,2,2
"117",343,"Masters","45 - 64  years","Male","Yes","No","2016-03-16T21:55:53.290Z",462,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.83445,43.700892,0,3,2,3,2,2
"118",349,"Masters","65 - 84 years","Male","Yes","No","2016-03-16T23:02:21.758Z",473,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,"POINT",-71.772909,43.68665,3,2,3,3,3,3
"119",349,"Masters","65 - 84 years","Male","Yes","No","2016-03-16T22:58:44.507Z",471,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",13,"POINT",-71.81179,43.655329,3,3,1,3,2,2
"120",349,"Masters","65 - 84 years","Male","Yes","No","2016-03-16T23:00:24.920Z",472,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",13,"POINT",-71.825523,43.685626,3,3,1,3,2,2
"121",361,NA,NA,NA,NA,NA,"2016-03-17T14:01:37.310Z",478,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.898308,43.657937,NA,NA,NA,NA,NA,NA
"122",361,NA,NA,NA,NA,NA,"2016-03-17T14:02:35.422Z",480,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.782265,43.691708,NA,NA,NA,NA,NA,NA
"123",361,NA,NA,NA,NA,NA,"2016-03-17T14:02:56.317Z",481,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.802521,43.702878,NA,NA,NA,NA,NA,NA
"124",361,NA,NA,NA,NA,NA,"2016-03-17T22:48:56.753Z",498,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.849899,43.617188,NA,NA,NA,NA,NA,NA
"125",361,NA,NA,NA,NA,NA,"2016-03-17T14:03:18.008Z",482,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.794624,43.64651,NA,NA,NA,NA,NA,NA
"126",361,NA,NA,NA,NA,NA,"2016-03-17T22:48:15.259Z",497,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.774368,43.663898,NA,NA,NA,NA,NA,NA
"127",361,NA,NA,NA,NA,NA,"2016-03-17T14:02:11.371Z",479,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.808014,43.718761,NA,NA,NA,NA,NA,NA
"128",361,NA,NA,NA,NA,NA,"2016-03-17T14:03:39.695Z",483,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.754799,43.69419,NA,NA,NA,NA,NA,NA
"129",367,"Bachelors","65 - 84 years","Male","No","Yes","2016-03-17T16:09:51.120Z",485,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.73008,43.615697,NA,2,NA,NA,NA,NA
"130",368,"Masters","65 - 84 years","Male","No","Yes","2016-03-17T16:13:11.110Z",489,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.82518,43.66812,2,2,NA,3,NA,NA
"131",368,"Masters","65 - 84 years","Male","No","Yes","2016-03-17T16:14:00.879Z",491,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.875992,43.724467,1,NA,2,1,NA,NA
"132",368,"Masters","65 - 84 years","Male","No","Yes","2016-03-17T16:13:41.719Z",490,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.838226,43.708338,1,NA,2,NA,NA,1
"133",388,"Bachelors","65 - 84 years","Male","Yes","No","2016-03-18T14:30:50.671Z",508,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.871185,43.688977,3,3,NA,3,NA,3
"134",393,"Masters","65 - 84 years","Female","Yes","No","2016-03-18T16:00:17.162Z",513,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.780891,43.704615,2,2,1,2,1,1
"135",393,"Masters","65 - 84 years","Female","Yes","No","2016-03-18T16:03:08.601Z",515,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.790848,43.628123,3,2,0,3,2,0
"136",393,"Masters","65 - 84 years","Female","Yes","No","2016-03-18T16:01:25.962Z",514,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.83445,43.711316,2,2,1,2,2,2
"137",395,"Bachelors","45 - 64  years","Male","Yes","Yes","2016-03-18T17:30:14.070Z",522,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.837196,43.67706,3,3,1,3,2,0
"138",395,"Bachelors","45 - 64  years","Male","Yes","Yes","2016-03-18T17:32:12.262Z",523,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.7342,43.671597,1,2,1,3,1,1
"139",405,"Bachelors","65 - 84 years","Male","Yes","Yes","2016-03-18T19:40:45.430Z",532,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.795654,43.646262,NA,3,NA,NA,NA,NA
"140",425,NA,NA,NA,NA,NA,"2016-03-20T11:47:47.152Z",541,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779261,43.659924,NA,NA,NA,NA,NA,NA
"141",426,NA,NA,NA,NA,NA,"2016-03-20T11:54:54.755Z",543,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",19,"POINT",-71.745421,43.657914,NA,NA,NA,NA,NA,NA
"142",428,"Masters","45 - 64  years","Male","Yes","Yes","2016-03-20T12:41:32.423Z",560,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.872215,43.674825,NA,NA,NA,3,NA,NA
"143",428,"Masters","45 - 64  years","Male","Yes","Yes","2016-03-20T12:42:56.328Z",561,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.70536,43.656695,NA,NA,NA,3,NA,NA
"144",428,"Masters","45 - 64  years","Male","Yes","Yes","2016-03-20T12:43:22.590Z",562,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.812477,43.636572,NA,NA,NA,3,NA,NA
"145",428,"Masters","45 - 64  years","Male","Yes","Yes","2016-03-20T12:43:43.262Z",563,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.883545,43.70263,NA,NA,NA,3,NA,NA
"146",428,"Masters","45 - 64  years","Male","Yes","Yes","2016-03-20T12:44:13.020Z",564,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.777115,43.618431,NA,NA,NA,3,NA,NA
"147",428,"Masters","45 - 64  years","Male","Yes","Yes","2016-03-20T12:45:09.786Z",565,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.812477,43.689225,NA,NA,NA,3,NA,NA
"148",428,"Masters","45 - 64  years","Male","Yes","Yes","2016-03-20T12:46:48.116Z",569,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.837883,43.587354,NA,NA,NA,3,NA,NA
"149",428,"Masters","45 - 64  years","Male","Yes","Yes","2016-03-20T12:45:31.026Z",566,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.777458,43.704615,NA,NA,NA,3,NA,NA
"150",428,"Masters","45 - 64  years","Male","Yes","Yes","2016-03-20T12:46:00.647Z",568,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.889725,43.725212,NA,NA,NA,3,NA,NA
"151",428,"Masters","45 - 64  years","Male","Yes","Yes","2016-03-20T12:45:49.660Z",567,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.784668,43.683143,NA,NA,NA,NA,NA,NA
"152",430,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-20T16:00:33.180Z",576,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779175,43.659924,1,3,1,3,3,3
"153",438,NA,NA,NA,NA,NA,"2016-03-21T14:41:13.989Z",580,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.815224,43.673087,2,NA,2,3,NA,NA
"154",441,"PhD or Higher","45 - 64  years","Female","Yes","Yes","2016-03-22T01:45:21.203Z",587,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,"POINT",-71.778419,43.696983,0,3,0,3,3,3
"155",441,"PhD or Higher","45 - 64  years","Female","Yes","Yes","2016-03-22T01:47:09.405Z",590,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,"POINT",-71.794946,43.688484,0,3,0,3,3,3
"156",441,"PhD or Higher","45 - 64  years","Female","Yes","Yes","2016-03-22T01:46:26.835Z",588,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,"POINT",-71.792927,43.690648,0,3,0,3,3,3
"157",441,"PhD or Higher","45 - 64  years","Female","Yes","Yes","2016-03-22T01:44:30.980Z",586,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.780273,43.697206,0,3,0,3,3,3
"158",441,"PhD or Higher","45 - 64  years","Female","Yes","Yes","2016-03-22T01:48:10.684Z",592,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,"POINT",-71.79774,43.688353,0,3,0,3,3,3
"159",441,"PhD or Higher","45 - 64  years","Female","Yes","Yes","2016-03-22T01:47:42.140Z",591,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,"POINT",-71.795577,43.689408,0,3,0,3,3,3
"160",441,"PhD or Higher","45 - 64  years","Female","Yes","Yes","2016-03-22T01:48:45.871Z",593,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,"POINT",-71.794008,43.68644,0,3,0,3,3,3
"161",441,"PhD or Higher","45 - 64  years","Female","Yes","Yes","2016-03-22T01:43:44.758Z",585,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.790092,43.687525,0,3,0,3,3,3
"162",441,"PhD or Higher","45 - 64  years","Female","Yes","Yes","2016-03-22T01:46:57.964Z",589,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,"POINT",-71.792704,43.688141,NA,NA,NA,NA,NA,NA
"163",443,"Bachelors","45 - 64  years","Female","Yes","Yes","2016-03-22T17:04:03.215Z",602,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.781715,43.616741,3,3,3,3,3,3
"164",443,"Bachelors","45 - 64  years","Female","Yes","Yes","2016-03-22T17:02:43.403Z",599,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.778557,43.708288,3,3,3,3,2,3
"165",443,"Bachelors","45 - 64  years","Female","Yes","Yes","2016-03-22T17:03:44.155Z",601,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.814949,43.66365,3,NA,NA,3,2,3
"166",443,"Bachelors","45 - 64  years","Female","Yes","Yes","2016-03-22T17:02:00.382Z",598,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.873589,43.694786,3,3,3,3,2,3
"167",443,"Bachelors","45 - 64  years","Female","Yes","Yes","2016-03-22T17:03:04.106Z",600,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.729668,43.67254,3,3,3,3,2,3
"168",446,"Bachelors","25 - 44 years","Male","Yes","No","2016-03-22T17:41:43.068Z",604,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.794968,43.692453,1,3,3,2,1,1
"169",457,"Bachelors","25 - 44 years","Male","Yes","No","2016-03-24T15:27:10.462Z",620,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.808186,43.663525,2,2,0,2,0,NA
"170",468,"Masters","45 - 64  years","Male","No","No","2016-03-24T15:25:18.741Z",614,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.802177,43.657192,3,2,1,3,1,2
"171",468,"Masters","45 - 64  years","Male","No","No","2016-03-24T15:26:03.579Z",617,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.754112,43.674825,3,2,1,3,1,2
"172",470,"Bachelors","45 - 64  years","Male","No","Yes","2016-03-24T16:18:43.725Z",689,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.906891,43.709331,2,3,2,3,2,2
"173",480,"PhD or Higher","45 - 64  years","Male","Yes","Yes","2016-03-24T15:37:22.404Z",635,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.820974,43.698379,NA,3,NA,3,3,3
"174",480,"PhD or Higher","45 - 64  years","Male","Yes","Yes","2016-03-24T15:38:02.396Z",636,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",16,"POINT",-71.807048,43.694524,2,1,NA,3,3,3
"175",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:46:52.771Z",650,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.857452,43.615448,3,3,3,3,3,3
"176",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:46:36.358Z",649,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.809731,43.725212,3,3,3,3,3,3
"177",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:47:14.712Z",651,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.809731,43.605753,3,3,3,3,3,3
"178",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:47:35.271Z",652,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.800117,43.693197,3,3,3,3,3,3
"179",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:43:41.356Z",643,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779175,43.660048,3,3,3,3,3,3
"180",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:47:54.927Z",653,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.826897,43.702133,3,3,3,3,3,3
"181",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:48:19.005Z",654,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.902771,43.675073,3,3,3,3,3,3
"182",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:44:39.924Z",644,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.793594,43.642038,3,3,3,3,3,3
"183",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:46:16.925Z",647,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.916161,43.735383,3,3,3,3,3,3
"184",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:45:25.972Z",645,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.826897,43.674452,3,3,3,3,3,3
"185",485,"Bachelors","45 - 64  years","Male","Yes","No","2016-03-24T15:45:50.144Z",646,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.896248,43.64974,3,3,3,3,3,3
"186",493,"Bachelors","45 - 64  years","Male","No","Yes","2016-03-24T15:57:16.920Z",666,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779346,43.660048,2,2,2,2,2,2
"187",494,"Masters","","Female","Yes","Yes","2016-03-24T15:54:51.811Z",662,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.803207,43.706353,NA,NA,NA,NA,NA,NA
"188",495,NA,NA,NA,NA,NA,"2016-03-24T15:59:16.249Z",672,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.799431,43.672093,NA,NA,NA,NA,NA,NA
"189",498,NA,NA,NA,NA,NA,"2016-03-24T15:58:11.250Z",668,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.782265,43.640672,3,NA,NA,NA,NA,NA
"190",498,NA,NA,NA,NA,NA,"2016-03-24T15:58:45.554Z",669,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.794624,43.691708,3,NA,NA,NA,NA,NA
"191",498,NA,NA,NA,NA,NA,"2016-03-24T15:57:44.954Z",667,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.783295,43.694687,NA,3,NA,NA,NA,NA
"192",498,NA,NA,NA,NA,NA,"2016-03-24T15:59:06.778Z",671,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",8,"POINT",-72.548218,44.294367,NA,NA,NA,NA,NA,NA
"193",504,"High School","45 - 64  years","Male","No","Yes","2016-03-24T16:07:47.017Z",679,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",16,"POINT",-71.780612,43.571359,1,3,NA,NA,NA,NA
"194",504,"High School","45 - 64  years","Male","No","Yes","2016-03-24T16:06:35.911Z",676,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",16,"POINT",-71.783531,43.572245,1,3,0,0,0,0
"195",507,"Bachelors","65 - 84 years","Female","Yes","Yes","2016-03-24T16:12:29.133Z",683,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.777287,43.702071,1,2,1,2,2,1
"196",509,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-24T16:24:45.646Z",706,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.809473,43.701078,2,3,2,2,2,2
"197",509,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-24T16:27:03.976Z",713,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,"POINT",-71.801834,43.661818,2,2,1,3,1,1
