"","respondent","education","Select.your.age.range","Gender","NLRA_Member","NH_Resident_Yes2","createtime","id","buttonname","visibleLayers","zoomLevel","shape","longitude","latitude","recreation","ecosystem","economic","viewshed","historic","culture"
"198",509,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-24T16:29:09.550Z",716,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,"POINT",-71.773349,43.637178,3,3,2,2,2,2
"199",509,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-24T16:30:12.387Z",717,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,"POINT",-71.774787,43.631571,3,3,2,2,2,2
"200",509,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-24T16:31:26.504Z",718,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,"POINT",-71.803358,43.62956,3,3,2,2,2,2
"201",509,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-24T16:32:03.864Z",719,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,"POINT",-71.81649,43.632853,3,3,2,2,2,2
"202",509,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-24T16:33:01.668Z",720,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,"POINT",-71.835823,43.644562,3,3,2,2,2,2
"203",510,"Bachelors","65 - 84 years","Male","Yes","Yes","2016-03-24T16:52:39.631Z",727,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,"POINT",-71.786517,43.605346,2,3,1,3,1,2
"204",514,"Masters","65 - 84 years","Male","No","Yes","2016-03-24T16:21:35.671Z",696,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.783096,43.627698,3,3,2,3,2,2
"205",514,"Masters","65 - 84 years","Male","No","Yes","2016-03-24T16:20:41.659Z",693,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.859612,43.674398,3,3,2,3,1,0
"206",514,"Masters","65 - 84 years","Male","No","Yes","2016-03-24T16:20:12.815Z",692,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.832929,43.613636,2,3,2,3,1,1
"207",516,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-24T16:22:36.674Z",700,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.782951,43.688481,3,3,2,3,3,3
"208",516,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-24T16:23:00.624Z",701,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.751709,43.69568,3,NA,2,3,3,3
"209",516,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-24T16:23:23.030Z",703,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.72287,43.711564,3,3,2,3,3,3
"210",516,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-24T16:25:36.910Z",709,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.779175,43.659986,NA,NA,NA,NA,NA,NA
"211",516,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-24T16:24:31.916Z",705,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.792908,43.652721,3,3,2,3,3,3
"212",516,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-24T16:24:55.614Z",707,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.802521,43.680536,3,3,2,3,3,3
"213",516,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-24T16:23:56.276Z",704,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.779175,43.659986,3,3,2,3,3,3
"214",516,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-24T16:25:48.198Z",710,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.889725,43.645268,3,3,3,3,3,3
"215",516,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-24T16:25:13.886Z",708,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.797371,43.696176,3,3,2,3,3,3
"216",521,NA,NA,NA,NA,NA,"2016-03-24T16:28:56.451Z",715,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.750679,43.674825,NA,NA,NA,NA,NA,NA
"217",527,"High School","65 - 84 years","Female","No","Yes","2016-03-24T17:39:44.853Z",756,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779175,43.659986,NA,NA,NA,NA,NA,NA
"218",529,"PhD or Higher","65 - 84 years","Male","Yes","No","2016-03-24T16:56:53.917Z",730,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",11,"POINT",-71.7317,43.687736,3,3,0,3,3,2
"219",529,"PhD or Higher","65 - 84 years","Male","Yes","No","2016-03-24T16:45:22.921Z",725,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.789179,43.710572,3,3,1,3,3,1
"220",533,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T17:00:09.613Z",735,"Conservation Priorities","Roads and Terrain, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.726131,43.676687,1,3,2,3,2,2
"221",533,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T17:00:37.064Z",736,"Conservation Priorities","Roads and Terrain, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.815739,43.669734,2,3,1,3,2,2
"222",533,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T17:01:12.368Z",737,"Conservation Priorities","Roads and Terrain, Newfound Lake Watershed, Conservation Lands",13,"POINT",-71.810589,43.659552,2,3,2,3,2,2
"223",533,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T17:01:33.508Z",738,"Conservation Priorities","Roads and Terrain, Newfound Lake Watershed, Conservation Lands",13,"POINT",-71.747332,43.69028,1,3,2,3,2,2
"224",533,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T17:02:05.741Z",739,"Conservation Priorities","Roads and Terrain, Newfound Lake Watershed, Conservation Lands",13,"POINT",-71.717119,43.64061,1,3,1,3,2,2
"225",533,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T17:02:26.588Z",740,"Conservation Priorities","Roads and Terrain, Newfound Lake Watershed, Conservation Lands",13,"POINT",-71.7348,43.609669,1,3,1,3,2,2
"226",535,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T16:58:30.435Z",733,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779175,43.659986,3,3,NA,3,3,NA
"227",535,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T16:59:08.330Z",734,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.733513,43.613708,3,3,0,3,3,NA
"228",558,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T18:14:38.817Z",761,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",10,"POINT",-71.8396,43.656943,3,3,2,3,3,2
"229",560,NA,NA,NA,NA,NA,"2016-03-24T18:15:58.384Z",762,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.809731,43.667623,NA,NA,NA,NA,NA,NA
"230",585,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-24T20:31:31.466Z",772,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.795998,43.684757,NA,NA,NA,NA,NA,NA
"231",589,"Associates","45 - 64  years","Female","Yes","Yes","2016-03-24T21:06:04.157Z",777,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,"POINT",-71.772909,43.633264,NA,NA,NA,NA,NA,NA
"232",589,"Associates","45 - 64  years","Female","Yes","Yes","2016-03-24T21:05:08.280Z",775,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,"POINT",-71.756001,43.636588,NA,NA,NA,NA,NA,NA
"233",589,"Associates","45 - 64  years","Female","Yes","Yes","2016-03-24T21:06:37.833Z",778,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,"POINT",-71.773725,43.630717,NA,NA,NA,NA,NA,NA
"234",589,"Associates","45 - 64  years","Female","Yes","Yes","2016-03-24T21:08:17.381Z",779,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",17,"POINT",-71.77792,43.640466,3,3,2,3,2,2
"235",589,"Associates","45 - 64  years","Female","Yes","Yes","2016-03-24T21:05:53.890Z",776,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",15,"POINT",-71.772909,43.633264,NA,NA,NA,NA,NA,NA
"236",590,"PhD or Higher","65 - 84 years","Male","Yes","No","2016-03-24T21:10:12.244Z",781,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.73317,43.628372,2,3,1,2,1,1
"237",590,"PhD or Higher","65 - 84 years","Male","Yes","No","2016-03-24T21:11:51.177Z",782,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.730423,43.629366,2,3,1,3,1,1
"238",596,"High School","65 - 84 years","Female","No","Yes","2016-03-24T21:37:49.581Z",785,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.749306,43.63446,NA,NA,NA,NA,NA,NA
"239",596,"High School","65 - 84 years","Female","No","Yes","2016-03-24T21:36:53.007Z",784,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.749306,43.63446,3,3,3,3,3,3
"240",603,"Masters","65 - 84 years","Male","Yes","No","2016-03-25T00:10:08.512Z",790,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.768532,43.648249,3,3,1,3,2,1
"241",607,NA,NA,NA,NA,NA,"2016-03-25T00:38:31.790Z",795,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779175,43.659986,NA,NA,NA,NA,NA,NA
"242",607,NA,NA,NA,NA,NA,"2016-03-25T00:37:38.619Z",794,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.846466,43.690218,NA,NA,NA,2,NA,NA
"243",611,"Bachelors","65 - 84 years","Male","Yes","No","2016-03-25T01:43:30.925Z",800,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.809731,43.696921,2,2,NA,2,2,NA
"244",618,"Masters","45 - 64  years","Female","Yes","Yes","2016-03-25T09:19:48.104Z",805,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.793251,43.667623,2,3,1,3,3,3
"245",620,"Bachelors","45 - 64  years","Female","Yes","Yes","2016-03-25T11:51:48.999Z",808,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.775055,43.706601,NA,NA,NA,NA,NA,NA
"246",626,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-25T13:28:22.496Z",813,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779175,43.659924,NA,NA,NA,NA,NA,NA
"247",626,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-25T13:27:40.821Z",812,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.772652,43.647504,3,3,2,3,3,3
"248",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:23:28.070Z",818,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.903801,43.645516,3,3,1,3,3,1
"249",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:24:06.737Z",819,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.790161,43.638436,3,3,2,3,3,0
"250",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:24:50.771Z",820,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.782265,43.691211,3,3,1,3,2,0
"251",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:33:53.253Z",830,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.718407,43.576411,3,3,1,3,2,0
"252",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:35:21.815Z",831,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.801147,43.726204,3,3,1,3,1,0
"253",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:35:58.593Z",832,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.693344,43.765144,3,3,1,3,2,0
"254",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:36:47.329Z",833,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.820717,43.70263,3,3,1,3,2,0
"255",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:25:24.421Z",821,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.795311,43.701389,2,3,1,3,1,0
"256",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:27:51.365Z",822,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.92646,43.743817,3,3,1,3,1,0
"257",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:28:22.559Z",823,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.7239,43.715783,3,3,1,3,1,NA
"258",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:29:56.747Z",824,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.742783,43.563725,3,3,1,3,2,0
"259",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:30:36.585Z",825,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.669998,43.499507,3,3,1,3,3,0
"260",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:31:20.765Z",826,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.73111,43.59183,3,2,1,3,2,0
"261",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:31:53.897Z",827,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.660042,43.468868,3,3,1,3,2,0
"262",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:32:36.199Z",828,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.644592,43.604013,3,3,1,3,1,0
"263",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:33:22.190Z",829,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.684761,43.593322,3,3,1,3,2,0
"264",638,NA,NA,NA,NA,NA,"2016-03-25T15:57:48.737Z",839,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.863289,43.693446,NA,NA,NA,NA,NA,NA
"265",650,NA,NA,NA,NA,NA,"2016-03-25T21:33:46.773Z",850,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.782608,43.688977,NA,3,NA,3,1,NA
"266",650,NA,NA,NA,NA,NA,"2016-03-25T21:34:37.877Z",851,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.800117,43.688977,NA,NA,NA,2,3,3
"267",652,NA,NA,NA,NA,NA,"2016-03-25T23:19:45.659Z",852,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.74842,43.678234,NA,NA,NA,NA,NA,NA
"268",657,NA,NA,NA,NA,NA,"2016-03-25T23:57:42.955Z",857,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779175,43.659986,NA,NA,NA,NA,NA,NA
"269",658,NA,NA,NA,NA,NA,"2016-03-26T00:11:56.418Z",863,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.762695,43.62365,NA,NA,NA,NA,NA,NA
"270",658,NA,NA,NA,NA,NA,"2016-03-26T00:12:39.885Z",864,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.765785,43.616815,NA,NA,NA,NA,NA,NA
"271",658,NA,NA,NA,NA,NA,"2016-03-26T00:11:34.095Z",862,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779175,43.659955,NA,NA,NA,NA,NA,NA
"272",666,NA,NA,NA,NA,NA,"2016-03-26T21:14:17.055Z",866,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.760635,43.681529,NA,NA,NA,NA,NA,NA
"273",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:07:53.052Z",875,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.71978,43.642535,0,3,0,3,3,3
"274",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:08:33.221Z",876,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.754456,43.650485,0,3,0,3,3,3
"275",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:09:00.870Z",877,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.793938,43.667127,0,3,0,3,3,3
"276",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:04:15.250Z",914,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.79677,43.683267,3,3,2,3,2,3
"277",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:05:31.444Z",915,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.78587,43.692329,3,3,0,3,0,3
"278",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:07:21.092Z",916,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.80604,43.686308,3,3,2,3,1,3
"279",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:08:07.422Z",917,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.784754,43.70052,3,3,2,3,1,3
"280",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:08:42.783Z",918,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.791449,43.677494,3,3,2,NA,1,3
"281",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:09:27.108Z",919,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.76527,43.692577,3,3,2,3,1,3
"282",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:10:08.716Z",920,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.764841,43.685874,3,3,2,3,1,3
"283",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:10:38.267Z",921,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.75025,43.67408,3,3,0,3,0,3
"284",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:12:13.650Z",922,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",14,"POINT",-71.788015,43.64502,3,3,0,3,0,3
"285",693,"Bachelors","65 - 84 years","Female","Yes","Yes","2016-03-29T01:22:39.933Z",930,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",13,"POINT",-71.788273,43.597425,1,3,3,3,3,1
"286",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:56:29.712Z",936,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.864662,43.679294,3,3,0,3,3,3
"287",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:56:55.338Z",937,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.781578,43.711068,3,3,0,3,3,3
"288",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:57:21.116Z",938,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.779175,43.659986,NA,NA,NA,NA,NA,NA
"289",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:57:37.292Z",939,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.833763,43.601776,3,3,0,3,3,3
"290",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:58:02.995Z",940,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.739349,43.684508,3,3,0,3,3,3
"291",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:58:31.519Z",941,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.798058,43.668617,3,3,0,3,3,3
"292",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:59:02.045Z",942,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.721497,43.653963,3,3,0,3,3,3
"293",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:59:42.136Z",943,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.852989,43.652224,3,3,0,3,3,3
"294",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T14:00:05.213Z",944,"Conservation Priorities","Google Hybrid, Conservation Lands, Newfound Lake Watershed",12,"POINT",-71.82518,43.636572,3,3,0,3,3,3
"295",699,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-30T01:21:34.077Z",949,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779175,43.659986,3,3,3,3,3,3
"296",699,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-30T01:28:31.742Z",950,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.877022,43.685501,3,NA,NA,NA,NA,NA
"297",699,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-30T01:29:25.094Z",951,"Conservation Priorities","Google Hybrid, Newfound Lake Watershed, Conservation Lands",12,"POINT",-71.779175,43.659986,3,3,NA,3,3,3
