"","respondent","education","Select.your.age.range","Gender","NLRA_Member","NH_Resident_Yes2","createtime","id","buttonname","visibleLayers","zoomLevel","shape","longtitude","latitude","soil_quality","waterquality","wildlife","recreation","scenic","tourism","business","rural"
"344",540,"Bachelors","45 - 64  years","Female","Yes","Yes","2016-03-24T17:20:36.919Z",751,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.795654,43.692204,NA,3,NA,NA,NA,NA,NA,NA
"345",540,"Bachelors","45 - 64  years","Female","Yes","Yes","2016-03-24T17:28:09.870Z",754,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.777458,43.634336,NA,3,NA,3,3,3,NA,NA
"346",542,NA,NA,NA,NA,NA,"2016-03-24T17:16:48.688Z",748,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779261,43.659924,NA,NA,NA,NA,NA,NA,NA,NA
"347",542,NA,NA,NA,NA,NA,"2016-03-24T17:16:02.904Z",747,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779261,43.659924,1,1,1,1,1,1,1,1
"348",542,NA,NA,NA,NA,NA,"2016-03-24T17:13:08.004Z",745,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779261,43.659924,1,2,1,1,1,1,1,1
"349",542,NA,NA,NA,NA,NA,"2016-03-24T17:14:59.932Z",746,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779261,43.659924,1,2,1,1,1,1,1,1
"350",544,NA,NA,NA,NA,NA,"2016-03-24T17:17:00.077Z",749,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659924,NA,NA,NA,NA,NA,NA,NA,NA
"351",544,NA,NA,NA,NA,NA,"2016-03-24T17:17:42.587Z",750,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",10,"POINT",-71.778351,43.607245,1,2,2,0,0,0,0,2
"352",558,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T18:10:44.211Z",759,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.789904,43.748219,3,1,3,3,3,3,3,3
"353",558,"Bachelors","45 - 64  years","Female","Yes","No","2016-03-24T18:07:25.384Z",758,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.81385,43.671348,3,3,3,2,2,3,2,3
"354",561,NA,NA,NA,NA,NA,"2016-03-24T18:11:41.230Z",760,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659924,NA,NA,NA,NA,NA,NA,NA,NA
"355",564,NA,NA,NA,NA,NA,"2016-03-24T18:29:20.351Z",765,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659924,0,1,2,2,2,3,1,2
"356",571,"Masters","65 - 84 years","Male","Yes","No","2016-03-24T19:15:58.155Z",766,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.789818,43.712557,NA,NA,NA,NA,NA,NA,NA,NA
"357",575,NA,NA,NA,NA,NA,"2016-03-24T19:21:52.400Z",768,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.603394,43.575665,NA,NA,NA,NA,NA,NA,NA,NA
"358",588,NA,NA,NA,NA,NA,"2016-03-25T04:17:55.770Z",803,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",10,"POINT",-71.519623,43.534612,NA,NA,NA,NA,NA,NA,NA,NA
"359",588,NA,NA,NA,NA,NA,"2016-03-24T20:56:02.010Z",774,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659924,3,3,3,3,3,3,3,3
"360",588,NA,NA,NA,NA,NA,"2016-03-24T20:55:35.953Z",773,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659924,NA,NA,NA,NA,NA,NA,NA,NA
"361",590,"PhD or Higher","65 - 84 years","Male","Yes","No","2016-03-24T21:08:53.766Z",780,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.733513,43.627378,1,2,2,2,2,1,1,2
"362",598,NA,NA,NA,NA,NA,"2016-03-24T21:45:35.772Z",787,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.745872,43.630484,NA,NA,NA,NA,NA,NA,NA,NA
"363",601,NA,NA,NA,NA,NA,"2016-03-25T00:48:42.462Z",796,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.760979,43.63036,NA,NA,NA,NA,NA,NA,NA,NA
"364",603,"Masters","65 - 84 years","Male","Yes","No","2016-03-25T00:08:18.239Z",789,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.722183,43.676811,NA,NA,NA,NA,NA,NA,NA,NA
"365",603,"Masters","65 - 84 years","Male","Yes","No","2016-03-25T00:06:45.439Z",788,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.707077,43.646013,NA,NA,NA,NA,NA,2,NA,NA
"366",605,"Masters","65 - 84 years","Male","Yes","No","2016-03-25T00:22:19.704Z",792,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.793938,43.683515,NA,NA,NA,NA,NA,NA,NA,NA
"367",605,"Masters","65 - 84 years","Male","Yes","No","2016-03-25T00:20:57.978Z",791,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659924,1,2,1,2,2,2,0,2
"368",607,NA,NA,NA,NA,NA,"2016-03-25T00:36:32.532Z",793,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659986,NA,NA,NA,NA,NA,NA,NA,NA
"369",610,NA,NA,NA,NA,NA,"2016-03-25T01:38:30.185Z",797,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.71692,43.648498,NA,NA,NA,NA,NA,NA,NA,NA
"370",611,"Bachelors","65 - 84 years","Male","Yes","No","2016-03-25T01:41:56.342Z",799,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.758919,43.614205,NA,NA,NA,NA,NA,NA,NA,NA
"371",611,"Bachelors","65 - 84 years","Male","Yes","No","2016-03-25T01:39:51.737Z",798,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.801834,43.6711,2,2,NA,NA,NA,NA,NA,2
"372",618,"Masters","45 - 64  years","Female","Yes","Yes","2016-03-25T09:18:19.105Z",804,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.756859,43.667375,3,3,3,0,0,3,0,3
"373",620,"Bachelors","45 - 64  years","Female","Yes","Yes","2016-03-25T11:50:12.144Z",807,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.788788,43.695431,NA,NA,NA,NA,NA,NA,NA,NA
"374",626,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-25T13:26:44.980Z",811,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659924,2,2,1,0,0,2,1,3
"375",626,"Masters","65 - 84 years","Male","Yes","Yes","2016-03-25T13:25:33.202Z",810,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.771965,43.648498,2,2,1,0,0,1,1,3
"376",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:20:23.789Z",816,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",15,"POINT",-71.806941,43.677044,2,1,2,2,2,1,0,2
"377",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:17:16.378Z",815,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",15,"POINT",-71.801577,43.662594,3,1,3,2,2,2,0,2
"378",630,"Masters","65 - 84 years","Female","Yes","No","2016-03-25T14:22:25.563Z",817,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",15,"POINT",-71.793723,43.736918,2,2,2,2,2,NA,0,2
"379",633,NA,NA,NA,NA,NA,"2016-03-25T14:58:00.368Z",834,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.755142,43.629863,1,1,1,2,2,1,1,2
"380",634,NA,NA,NA,NA,NA,"2016-03-25T14:59:45.233Z",835,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.926804,43.744561,NA,NA,NA,NA,NA,NA,NA,NA
"381",634,NA,NA,NA,NA,NA,"2016-03-25T15:00:03.959Z",836,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.749649,43.725956,NA,NA,NA,NA,NA,NA,NA,NA
"382",637,NA,NA,NA,NA,NA,"2016-03-25T15:32:10.209Z",837,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.843033,43.661663,NA,NA,NA,NA,NA,NA,NA,NA
"383",638,NA,NA,NA,NA,NA,"2016-03-25T15:57:16.146Z",838,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",13,"POINT",-71.7869,43.640548,NA,NA,NA,NA,NA,NA,NA,NA
"384",644,NA,NA,NA,NA,NA,"2016-03-25T18:33:52.332Z",840,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.774712,43.692204,NA,NA,NA,NA,NA,NA,NA,NA
"385",646,NA,NA,NA,NA,NA,"2016-03-25T18:35:02.608Z",841,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.776772,43.616442,3,3,2,3,3,3,3,3
"386",648,NA,NA,NA,NA,NA,"2016-03-25T19:43:19.443Z",842,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659986,NA,NA,NA,NA,NA,NA,NA,NA
"387",648,NA,NA,NA,NA,NA,"2016-03-25T19:45:48.238Z",843,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.768188,43.663525,2,2,1,2,2,1,1,1
"388",649,"Bachelors","65 - 84 years","Male","Yes","Yes","2016-03-25T21:27:20.385Z",845,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.790848,43.666133,NA,NA,NA,NA,NA,NA,NA,NA
"389",649,"Bachelors","65 - 84 years","Male","Yes","Yes","2016-03-25T21:27:36.420Z",846,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.742439,43.659924,NA,NA,NA,NA,NA,NA,NA,NA
"390",649,"Bachelors","65 - 84 years","Male","Yes","Yes","2016-03-25T21:20:45.976Z",844,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.788101,43.637318,3,3,NA,NA,NA,NA,NA,3
"391",649,"Bachelors","65 - 84 years","Male","Yes","Yes","2016-03-25T21:27:50.164Z",847,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.765099,43.675321,3,3,3,3,3,NA,NA,NA
"392",650,NA,NA,NA,NA,NA,"2016-03-25T21:31:31.659Z",848,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.852989,43.648746,2,3,2,3,3,3,0,3
"393",650,NA,NA,NA,NA,NA,"2016-03-25T21:32:51.935Z",849,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.798401,43.652969,NA,NA,NA,2,2,NA,NA,NA
"394",657,NA,NA,NA,NA,NA,"2016-03-25T23:56:27.093Z",854,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659986,NA,NA,NA,NA,NA,NA,NA,NA
"395",657,NA,NA,NA,NA,NA,"2016-03-25T23:57:30.467Z",856,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659676,NA,NA,NA,NA,NA,NA,NA,NA
"396",657,NA,NA,NA,NA,NA,"2016-03-25T23:56:47.682Z",855,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659986,3,3,3,3,3,3,3,3
"397",658,NA,NA,NA,NA,NA,"2016-03-26T00:10:58.690Z",861,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.803894,43.602397,NA,NA,NA,NA,NA,NA,NA,NA
"398",658,NA,NA,NA,NA,NA,"2016-03-26T00:10:35.704Z",860,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.806297,43.676563,NA,NA,NA,NA,NA,NA,NA,NA
"399",658,NA,NA,NA,NA,NA,"2016-03-26T00:10:01.217Z",859,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.806297,43.648994,NA,NA,NA,NA,NA,NA,NA,NA
"400",658,NA,NA,NA,NA,NA,"2016-03-26T00:09:25.490Z",858,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.762695,43.635081,NA,NA,NA,NA,NA,NA,NA,NA
"401",666,NA,NA,NA,NA,NA,"2016-03-26T21:13:31.741Z",865,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659986,NA,NA,NA,NA,NA,NA,NA,NA
"402",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:02:17.015Z",867,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.789474,43.611471,3,3,3,3,3,3,1,3
"403",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:04:22.383Z",870,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.776772,43.701637,3,3,3,3,3,2,2,3
"404",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:06:56.075Z",874,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.759949,43.621165,3,3,3,3,3,3,2,3
"405",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:03:06.918Z",868,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.802521,43.687736,3,3,3,2,2,2,2,3
"406",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:06:11.026Z",873,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.732483,43.611222,3,3,3,3,3,3,2,3
"407",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:04:58.040Z",871,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.736259,43.653963,3,3,3,3,3,3,2,3
"408",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:05:32.257Z",872,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.795998,43.654211,3,3,3,3,3,3,1,3
"409",670,"Masters","65 - 84 years","Male","Yes","No","2016-03-27T15:03:50.415Z",869,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.737633,43.631602,3,3,3,2,2,3,2,3
"410",673,NA,NA,NA,NA,NA,"2016-03-27T18:47:50.777Z",878,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.769905,43.722234,2,2,2,2,2,NA,NA,NA
"411",673,NA,NA,NA,NA,NA,"2016-03-27T18:53:25.725Z",883,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.897964,43.681777,NA,NA,3,3,3,3,NA,3
"412",673,NA,NA,NA,NA,NA,"2016-03-27T18:54:28.407Z",884,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.849213,43.592825,NA,NA,3,3,3,3,NA,3
"413",673,NA,NA,NA,NA,NA,"2016-03-27T18:48:46.054Z",879,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.797028,43.690467,2,2,2,2,2,NA,2,NA
"414",673,NA,NA,NA,NA,NA,"2016-03-27T18:51:43.438Z",882,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.708794,43.640051,3,NA,3,3,3,3,NA,3
"415",673,NA,NA,NA,NA,NA,"2016-03-27T18:49:59.676Z",880,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.806297,43.673832,2,2,2,NA,NA,NA,NA,2
"416",673,NA,NA,NA,NA,NA,"2016-03-27T18:50:43.391Z",881,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.777115,43.632596,NA,3,NA,NA,NA,NA,NA,3
"417",676,NA,NA,NA,NA,NA,"2016-03-27T21:21:13.852Z",885,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.742096,43.658682,NA,NA,NA,NA,NA,NA,NA,NA
"418",677,NA,NA,NA,NA,NA,"2016-03-28T00:48:26.353Z",886,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.753082,43.703622,NA,NA,NA,NA,NA,NA,NA,NA
"419",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:41:28.433Z",887,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",15,"POINT",-71.797071,43.684539,3,3,3,3,3,3,3,3
"420",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:48:24.015Z",895,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.753426,43.678612,3,3,3,3,3,3,2,3
"421",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:49:10.433Z",896,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.794024,43.696052,3,3,3,3,3,3,2,3
"422",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:49:53.699Z",897,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.791792,43.702754,3,3,3,3,3,3,2,3
"423",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:47:59.270Z",894,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.753254,43.688108,3,3,3,3,3,3,2,3
"424",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:51:09.789Z",899,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.765785,43.6963,3,3,3,3,3,3,2,3
"425",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:51:36.039Z",900,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.790848,43.708896,3,3,3,3,3,3,2,3
"426",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:42:30.794Z",888,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",15,"POINT",-71.785183,43.692142,3,3,3,3,3,3,2,3
"427",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:44:04.181Z",889,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",15,"POINT",-71.772652,43.686743,NA,NA,NA,NA,NA,NA,NA,NA
"428",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:44:21.622Z",890,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",15,"POINT",-71.773081,43.68727,3,3,3,3,3,3,2,3
"429",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:45:13.109Z",891,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",15,"POINT",-71.80501,43.68575,3,3,3,3,3,3,2,3
"430",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:45:47.957Z",892,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",15,"POINT",-71.790204,43.678425,3,3,3,3,3,3,2,3
"431",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:46:46.445Z",893,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.764326,43.688046,3,3,3,3,3,3,2,3
"432",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:58:53.561Z",907,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.804581,43.661352,3,3,3,3,3,3,2,3
"433",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:59:20.070Z",908,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.799517,43.676501,3,3,3,3,3,NA,2,3
"434",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:59:50.340Z",909,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.739092,43.669113,3,3,3,3,3,NA,2,3
"435",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:00:36.463Z",910,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.796427,43.642038,3,3,3,3,3,3,2,3
"436",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:50:37.828Z",898,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.772051,43.698224,3,3,3,3,3,3,2,3
"437",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:02:10.960Z",912,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.729479,43.639429,3,3,3,3,3,3,2,3
"438",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:02:45.339Z",913,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.752052,43.62073,3,3,3,3,3,3,2,3
"439",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:52:00.100Z",901,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.805267,43.700706,3,3,3,3,3,3,2,3
"440",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:52:27.379Z",902,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.77866,43.704243,3,3,3,3,3,3,2,3
"441",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:53:03.884Z",903,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.769648,43.704553,3,3,3,3,3,3,2,3
"442",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:53:33.094Z",904,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.81222,43.693197,3,3,3,3,3,3,2,3
"443",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:54:17.401Z",905,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.790419,43.667189,3,3,3,3,3,3,2,3
"444",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T06:54:59.142Z",906,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.793337,43.653155,3,3,3,3,3,3,2,3
"445",678,"Associates","45 - 64  years","Male","Yes","No","2016-03-28T07:01:21.369Z",911,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.749992,43.655764,3,3,3,3,3,3,2,3
"446",682,NA,NA,NA,NA,NA,"2016-03-28T13:03:38.746Z",923,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.73317,43.619176,NA,NA,NA,NA,NA,NA,NA,NA
"447",689,NA,NA,NA,NA,NA,"2016-03-28T18:26:53.531Z",926,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.800461,43.650982,NA,NA,NA,NA,NA,NA,NA,NA
"448",689,NA,NA,NA,NA,NA,"2016-03-28T18:24:26.391Z",924,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.792908,43.64179,NA,NA,NA,NA,NA,NA,NA,NA
"449",689,NA,NA,NA,NA,NA,"2016-03-28T18:25:54.701Z",925,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.799774,43.633839,NA,NA,NA,NA,NA,NA,NA,NA
"450",692,NA,NA,NA,NA,NA,"2016-03-29T01:13:44.837Z",927,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659986,0,2,1,0,0,0,0,1
"451",692,NA,NA,NA,NA,NA,"2016-03-29T01:15:26.730Z",928,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.758575,43.616194,NA,NA,NA,NA,NA,NA,NA,NA
"452",693,"Bachelors","65 - 84 years","Female","Yes","Yes","2016-03-29T01:18:46.820Z",929,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",14,"POINT",-71.782608,43.615759,2,3,1,0,0,3,0,3
"453",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:53:36.311Z",933,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.828613,43.66961,0,0,3,3,3,3,0,3
"454",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:54:31.420Z",934,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.769905,43.715783,0,0,3,3,3,3,0,3
"455",695,"Masters","45 - 64  years","Female","Yes","No","2016-03-29T13:55:32.273Z",935,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.847839,43.62191,0,0,3,3,3,3,0,3
"456",698,NA,NA,NA,NA,NA,"2016-03-30T00:50:53.137Z",945,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.779175,43.659924,NA,NA,NA,NA,NA,NA,NA,NA
"457",699,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-30T01:08:35.398Z",946,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.863289,43.677556,2,3,3,3,3,3,1,3
"458",699,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-30T01:11:35.313Z",947,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.783981,43.72546,2,3,3,2,2,3,1,3
"459",699,"Bachelors","45 - 64  years","Female","No","Yes","2016-03-30T01:18:17.500Z",948,"Threats to the Landscape","Google Hybrid, Newfound Lake Watershed",12,"POINT",-71.791191,43.637814,3,3,1,0,0,1,0,2
